Lista de indices Diarios da TaxaSelic;19940101;20131025;
Data;Taxa (%a.a.);Fator diário;Base de cálculo (R$);Média;Mediana;Moda;Desvio padrão;Índice de curtose;
03/01/1994;6.432,85;1,01672333;0,00;0,00;0,00;0,00;0,00;0,00;
04/01/1994;6.389,83;1,01669667;0,00;0,00;0,00;0,00;0,00;0,00;
05/01/1994;6.384,46;1,01669333;0,00;0,00;0,00;0,00;0,00;0,00;
06/01/1994;6.384,46;1,01669333;0,00;0,00;0,00;0,00;0,00;0,00;
07/01/1994;6.384,46;1,01669333;0,00;0,00;0,00;0,00;0,00;0,00;
10/01/1994;6.379,11;1,01669000;0,00;0,00;0,00;0,00;0,00;0,00;
11/01/1994;6.384,46;1,01669333;0,00;0,00;0,00;0,00;0,00;0,00;
12/01/1994;6.384,46;1,01669333;0,00;0,00;0,00;0,00;0,00;0,00;
13/01/1994;6.389,83;1,01669667;0,00;0,00;0,00;0,00;0,00;0,00;
14/01/1994;6.395,19;1,01670000;0,00;0,00;0,00;0,00;0,00;0,00;
17/01/1994;6.395,19;1,01670000;0,00;0,00;0,00;0,00;0,00;0,00;
18/01/1994;6.400,55;1,01670333;0,00;0,00;0,00;0,00;0,00;0,00;
19/01/1994;7.492,53;1,01733000;0,00;0,00;0,00;0,00;0,00;0,00;
20/01/1994;7.492,53;1,01733000;0,00;0,00;0,00;0,00;0,00;0,00;
21/01/1994;7.492,53;1,01733000;0,00;0,00;0,00;0,00;0,00;0,00;
24/01/1994;7.492,53;1,01733000;0,00;0,00;0,00;0,00;0,00;0,00;
25/01/1994;7.492,53;1,01733000;0,00;0,00;0,00;0,00;0,00;0,00;
26/01/1994;8.855,34;1,01799667;0,00;0,00;0,00;0,00;0,00;0,00;
27/01/1994;8.855,34;1,01799667;0,00;0,00;0,00;0,00;0,00;0,00;
28/01/1994;8.862,72;1,01800000;0,00;0,00;0,00;0,00;0,00;0,00;
31/01/1994;8.862,72;1,01800000;0,00;0,00;0,00;0,00;0,00;0,00;
01/02/1994;14.853,88;1,02007000;0,00;0,00;0,00;0,00;0,00;0,00;
02/02/1994;14.866,18;1,02007333;0,00;0,00;0,00;0,00;0,00;0,00;
03/02/1994;14.841,58;1,02006667;0,00;0,00;0,00;0,00;0,00;0,00;
04/02/1994;14.841,58;1,02006667;0,00;0,00;0,00;0,00;0,00;0,00;
07/02/1994;14.238,81;1,01990000;0,00;0,00;0,00;0,00;0,00;0,00;
08/02/1994;14.215,20;1,01989333;0,00;0,00;0,00;0,00;0,00;0,00;
09/02/1994;14.203,43;1,01989000;0,00;0,00;0,00;0,00;0,00;0,00;
10/02/1994;14.179,87;1,01988333;0,00;0,00;0,00;0,00;0,00;0,00;
11/02/1994;13.424,27;1,01966333;0,00;0,00;0,00;0,00;0,00;0,00;
16/02/1994;13.424,27;1,01966333;0,00;0,00;0,00;0,00;0,00;0,00;
17/02/1994;13.424,27;1,01966333;0,00;0,00;0,00;0,00;0,00;0,00;
18/02/1994;13.402,03;1,01965667;0,00;0,00;0,00;0,00;0,00;0,00;
21/02/1994;13.402,03;1,01965667;0,00;0,00;0,00;0,00;0,00;0,00;
22/02/1994;13.435,44;1,01966667;0,00;0,00;0,00;0,00;0,00;0,00;
23/02/1994;11.550,33;1,01906000;0,00;0,00;0,00;0,00;0,00;0,00;
24/02/1994;11.550,33;1,01906000;0,00;0,00;0,00;0,00;0,00;0,00;
25/02/1994;11.531,13;1,01905333;0,00;0,00;0,00;0,00;0,00;0,00;
28/02/1994;11.521,56;1,01905000;0,00;0,00;0,00;0,00;0,00;0,00;
01/03/1994;5.791,74;1,01630667;0,00;0,00;0,00;0,00;0,00;0,00;
02/03/1994;5.786,86;1,01630333;0,00;0,00;0,00;0,00;0,00;0,00;
03/03/1994;5.786,86;1,01630333;0,00;0,00;0,00;0,00;0,00;0,00;
04/03/1994;5.791,74;1,01630667;0,00;0,00;0,00;0,00;0,00;0,00;
07/03/1994;5.791,74;1,01630667;0,00;0,00;0,00;0,00;0,00;0,00;
08/03/1994;6.416,68;1,01671333;0,00;0,00;0,00;0,00;0,00;0,00;
09/03/1994;6.596,79;1,01682333;0,00;0,00;0,00;0,00;0,00;0,00;
10/03/1994;6.613,40;1,01683333;0,00;0,00;0,00;0,00;0,00;0,00;
11/03/1994;6.618,96;1,01683667;0,00;0,00;0,00;0,00;0,00;0,00;
14/03/1994;6.770,50;1,01692667;0,00;0,00;0,00;0,00;0,00;0,00;
15/03/1994;6.781,85;1,01693333;0,00;0,00;0,00;0,00;0,00;0,00;
16/03/1994;6.781,85;1,01693333;0,00;0,00;0,00;0,00;0,00;0,00;
17/03/1994;6.776,18;1,01693000;0,00;0,00;0,00;0,00;0,00;0,00;
18/03/1994;7.233,73;1,01719000;0,00;0,00;0,00;0,00;0,00;0,00;
21/03/1994;8.855,34;1,01799667;0,00;0,00;0,00;0,00;0,00;0,00;
22/03/1994;10.906,13;1,01883000;0,00;0,00;0,00;0,00;0,00;0,00;
23/03/1994;10.915,20;1,01883333;0,00;0,00;0,00;0,00;0,00;0,00;
24/03/1994;10.897,07;1,01882667;0,00;0,00;0,00;0,00;0,00;0,00;
25/03/1994;10.906,13;1,01883000;0,00;0,00;0,00;0,00;0,00;0,00;
28/03/1994;10.969,82;1,01885333;0,00;0,00;0,00;0,00;0,00;0,00;
29/03/1994;10.960,71;1,01885000;0,00;0,00;0,00;0,00;0,00;0,00;
30/03/1994;14.440,99;1,01995667;0,00;0,00;0,00;0,00;0,00;0,00;
04/04/1994;17.371,29;1,02070000;0,00;0,00;0,00;0,00;0,00;0,00;
05/04/1994;17.142,75;1,02064667;0,00;0,00;0,00;0,00;0,00;0,00;
06/04/1994;17.142,75;1,02064667;0,00;0,00;0,00;0,00;0,00;0,00;
07/04/1994;17.256,62;1,02067333;0,00;0,00;0,00;0,00;0,00;0,00;
08/04/1994;17.270,94;1,02067667;0,00;0,00;0,00;0,00;0,00;0,00;
11/04/1994;17.270,94;1,02067667;0,00;0,00;0,00;0,00;0,00;0,00;
12/04/1994;17.256,62;1,02067333;0,00;0,00;0,00;0,00;0,00;0,00;
13/04/1994;17.242,36;1,02067000;0,00;0,00;0,00;0,00;0,00;0,00;
14/04/1994;17.228,11;1,02066667;0,00;0,00;0,00;0,00;0,00;0,00;
15/04/1994;17.228,11;1,02066667;0,00;0,00;0,00;0,00;0,00;0,00;
18/04/1994;17.213,82;1,02066333;0,00;0,00;0,00;0,00;0,00;0,00;
19/04/1994;17.199,59;1,02066000;0,00;0,00;0,00;0,00;0,00;0,00;
20/04/1994;16.987,34;1,02061000;0,00;0,00;0,00;0,00;0,00;0,00;
22/04/1994;16.017,32;1,02037333;0,00;0,00;0,00;0,00;0,00;0,00;
25/04/1994;14.369,32;1,01993667;0,00;0,00;0,00;0,00;0,00;0,00;
26/04/1994;13.115,88;1,01957000;0,00;0,00;0,00;0,00;0,00;0,00;
27/04/1994;12.375,19;1,01933667;0,00;0,00;0,00;0,00;0,00;0,00;
28/04/1994;11.340,97;1,01898667;0,00;0,00;0,00;0,00;0,00;0,00;
29/04/1994;10.788,80;1,01878667;0,00;0,00;0,00;0,00;0,00;0,00;
02/05/1994;8.186,87;1,01768333;0,00;0,00;0,00;0,00;0,00;0,00;
03/05/1994;7.970,86;1,01757667;0,00;0,00;0,00;0,00;0,00;0,00;
04/05/1994;8.037,75;1,01761000;0,00;0,00;0,00;0,00;0,00;0,00;
05/05/1994;8.051,20;1,01761667;0,00;0,00;0,00;0,00;0,00;0,00;
06/05/1994;8.118,76;1,01765000;0,00;0,00;0,00;0,00;0,00;0,00;
09/05/1994;8.139,13;1,01766000;0,00;0,00;0,00;0,00;0,00;0,00;
10/05/1994;8.500,43;1,01783333;0,00;0,00;0,00;0,00;0,00;0,00;
11/05/1994;8.951,91;1,01804000;0,00;0,00;0,00;0,00;0,00;0,00;
12/05/1994;8.966,87;1,01804667;0,00;0,00;0,00;0,00;0,00;0,00;
13/05/1994;9.110,12;1,01811000;0,00;0,00;0,00;0,00;0,00;0,00;
16/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
17/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
18/05/1994;9.132,94;1,01812000;0,00;0,00;0,00;0,00;0,00;0,00;
19/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
20/05/1994;9.117,71;1,01811333;0,00;0,00;0,00;0,00;0,00;0,00;
23/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
24/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
25/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
26/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
27/05/1994;9.102,53;1,01810667;0,00;0,00;0,00;0,00;0,00;0,00;
30/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
31/05/1994;9.125,34;1,01811667;0,00;0,00;0,00;0,00;0,00;0,00;
01/06/1994;11.089,12;1,01889667;0,00;0,00;0,00;0,00;0,00;0,00;
03/06/1994;10.887,99;1,01882333;0,00;0,00;0,00;0,00;0,00;0,00;
06/06/1994;10.887,99;1,01882333;0,00;0,00;0,00;0,00;0,00;0,00;
07/06/1994;10.906,13;1,01883000;0,00;0,00;0,00;0,00;0,00;0,00;
08/06/1994;11.378,74;1,01900000;0,00;0,00;0,00;0,00;0,00;0,00;
09/06/1994;11.502,40;1,01904333;0,00;0,00;0,00;0,00;0,00;0,00;
10/06/1994;11.832,18;1,01915667;0,00;0,00;0,00;0,00;0,00;0,00;
13/06/1994;12.050,49;1,01923000;0,00;0,00;0,00;0,00;0,00;0,00;
14/06/1994;12.211,76;1,01928333;0,00;0,00;0,00;0,00;0,00;0,00;
15/06/1994;12.252,43;1,01929667;0,00;0,00;0,00;0,00;0,00;0,00;
16/06/1994;13.050,71;1,01955000;0,00;0,00;0,00;0,00;0,00;0,00;
17/06/1994;13.280,22;1,01962000;0,00;0,00;0,00;0,00;0,00;0,00;
20/06/1994;14.016,18;1,01983667;0,00;0,00;0,00;0,00;0,00;0,00;
21/06/1994;15.278,44;1,02018333;0,00;0,00;0,00;0,00;0,00;0,00;
22/06/1994;16.474,82;1,02048667;0,00;0,00;0,00;0,00;0,00;0,00;
23/06/1994;16.763,81;1,02055667;0,00;0,00;0,00;0,00;0,00;0,00;
24/06/1994;16.598,06;1,02051667;0,00;0,00;0,00;0,00;0,00;0,00;
27/06/1994;17.371,29;1,02070000;0,00;0,00;0,00;0,00;0,00;0,00;
28/06/1994;17.778,52;1,02079333;0,00;0,00;0,00;0,00;0,00;0,00;
29/06/1994;17.675,84;1,02077000;0,00;0,00;0,00;0,00;0,00;0,00;
30/06/1994;15.405,60;1,02021667;0,00;0,00;0,00;0,00;0,00;0,00;
04/07/1994;170,96;1,00396333;0,00;0,00;0,00;0,00;0,00;0,00;
05/07/1994;173,23;1,00399667;0,00;0,00;0,00;0,00;0,00;0,00;
06/07/1994;172,32;1,00398333;0,00;0,00;0,00;0,00;0,00;0,00;
07/07/1994;173,23;1,00399667;0,00;0,00;0,00;0,00;0,00;0,00;
08/07/1994;169,15;1,00393667;0,00;0,00;0,00;0,00;0,00;0,00;
11/07/1994;163,58;1,00385333;0,00;0,00;0,00;0,00;0,00;0,00;
12/07/1994;159,85;1,00379667;0,00;0,00;0,00;0,00;0,00;0,00;
13/07/1994;159,85;1,00379667;0,00;0,00;0,00;0,00;0,00;0,00;
14/07/1994;159,85;1,00379667;0,00;0,00;0,00;0,00;0,00;0,00;
15/07/1994;138,19;1,00345000;0,00;0,00;0,00;0,00;0,00;0,00;
18/07/1994;137,20;1,00343333;0,00;0,00;0,00;0,00;0,00;0,00;
19/07/1994;136,40;1,00342000;0,00;0,00;0,00;0,00;0,00;0,00;
20/07/1994;136,21;1,00341667;0,00;0,00;0,00;0,00;0,00;0,00;
21/07/1994;99,61;1,00274667;0,00;0,00;0,00;0,00;0,00;0,00;
22/07/1994;98,61;1,00272667;0,00;0,00;0,00;0,00;0,00;0,00;
25/07/1994;98,11;1,00271667;0,00;0,00;0,00;0,00;0,00;0,00;
26/07/1994;88,40;1,00251667;0,00;0,00;0,00;0,00;0,00;0,00;
27/07/1994;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
28/07/1994;85,12;1,00244667;0,00;0,00;0,00;0,00;0,00;0,00;
29/07/1994;70,80;1,00212667;0,00;0,00;0,00;0,00;0,00;0,00;
01/08/1994;59,32;1,00185000;0,00;0,00;0,00;0,00;0,00;0,00;
02/08/1994;58,92;1,00184000;0,00;0,00;0,00;0,00;0,00;0,00;
03/08/1994;58,79;1,00183667;0,00;0,00;0,00;0,00;0,00;0,00;
04/08/1994;58,79;1,00183667;0,00;0,00;0,00;0,00;0,00;0,00;
05/08/1994;59,59;1,00185667;0,00;0,00;0,00;0,00;0,00;0,00;
08/08/1994;56,02;1,00176667;0,00;0,00;0,00;0,00;0,00;0,00;
09/08/1994;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
10/08/1994;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
11/08/1994;56,02;1,00176667;0,00;0,00;0,00;0,00;0,00;0,00;
12/08/1994;55,89;1,00176333;0,00;0,00;0,00;0,00;0,00;0,00;
15/08/1994;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
16/08/1994;55,63;1,00175667;0,00;0,00;0,00;0,00;0,00;0,00;
17/08/1994;55,76;1,00176000;0,00;0,00;0,00;0,00;0,00;0,00;
18/08/1994;55,89;1,00176333;0,00;0,00;0,00;0,00;0,00;0,00;
19/08/1994;55,37;1,00175000;0,00;0,00;0,00;0,00;0,00;0,00;
22/08/1994;55,63;1,00175667;0,00;0,00;0,00;0,00;0,00;0,00;
23/08/1994;55,37;1,00175000;0,00;0,00;0,00;0,00;0,00;0,00;
24/08/1994;55,11;1,00174333;0,00;0,00;0,00;0,00;0,00;0,00;
25/08/1994;55,37;1,00175000;0,00;0,00;0,00;0,00;0,00;0,00;
26/08/1994;55,76;1,00176000;0,00;0,00;0,00;0,00;0,00;0,00;
29/08/1994;55,37;1,00175000;0,00;0,00;0,00;0,00;0,00;0,00;
30/08/1994;55,50;1,00175333;0,00;0,00;0,00;0,00;0,00;0,00;
31/08/1994;55,50;1,00175333;0,00;0,00;0,00;0,00;0,00;0,00;
01/09/1994;55,63;1,00175667;0,00;0,00;0,00;0,00;0,00;0,00;
02/09/1994;56,41;1,00177667;0,00;0,00;0,00;0,00;0,00;0,00;
05/09/1994;56,41;1,00177667;0,00;0,00;0,00;0,00;0,00;0,00;
06/09/1994;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
08/09/1994;56,81;1,00178667;0,00;0,00;0,00;0,00;0,00;0,00;
09/09/1994;56,54;1,00178000;0,00;0,00;0,00;0,00;0,00;0,00;
12/09/1994;56,81;1,00178667;0,00;0,00;0,00;0,00;0,00;0,00;
13/09/1994;59,73;1,00186000;0,00;0,00;0,00;0,00;0,00;0,00;
14/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
15/09/1994;56,81;1,00178667;0,00;0,00;0,00;0,00;0,00;0,00;
16/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
19/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
20/09/1994;57,33;1,00180000;0,00;0,00;0,00;0,00;0,00;0,00;
21/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
22/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
23/09/1994;57,07;1,00179333;0,00;0,00;0,00;0,00;0,00;0,00;
26/09/1994;57,07;1,00179333;0,00;0,00;0,00;0,00;0,00;0,00;
27/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
28/09/1994;57,20;1,00179667;0,00;0,00;0,00;0,00;0,00;0,00;
29/09/1994;57,33;1,00180000;0,00;0,00;0,00;0,00;0,00;0,00;
30/09/1994;57,33;1,00180000;0,00;0,00;0,00;0,00;0,00;0,00;
04/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
05/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
06/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
07/10/1994;59,86;1,00186333;0,00;0,00;0,00;0,00;0,00;0,00;
10/10/1994;59,86;1,00186333;0,00;0,00;0,00;0,00;0,00;0,00;
11/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
13/10/1994;60,13;1,00187000;0,00;0,00;0,00;0,00;0,00;0,00;
14/10/1994;60,13;1,00187000;0,00;0,00;0,00;0,00;0,00;0,00;
17/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
18/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
19/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
20/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
21/10/1994;59,99;1,00186667;0,00;0,00;0,00;0,00;0,00;0,00;
24/10/1994;60,13;1,00187000;0,00;0,00;0,00;0,00;0,00;0,00;
25/10/1994;60,13;1,00187000;0,00;0,00;0,00;0,00;0,00;0,00;
26/10/1994;60,26;1,00187333;0,00;0,00;0,00;0,00;0,00;0,00;
27/10/1994;60,40;1,00187667;0,00;0,00;0,00;0,00;0,00;0,00;
28/10/1994;60,26;1,00187333;0,00;0,00;0,00;0,00;0,00;0,00;
31/10/1994;64,76;1,00198333;0,00;0,00;0,00;0,00;0,00;0,00;
01/11/1994;64,62;1,00198000;0,00;0,00;0,00;0,00;0,00;0,00;
03/11/1994;65,17;1,00199333;0,00;0,00;0,00;0,00;0,00;0,00;
04/11/1994;65,31;1,00199667;0,00;0,00;0,00;0,00;0,00;0,00;
07/11/1994;65,31;1,00199667;0,00;0,00;0,00;0,00;0,00;0,00;
08/11/1994;65,31;1,00199667;0,00;0,00;0,00;0,00;0,00;0,00;
09/11/1994;65,31;1,00199667;0,00;0,00;0,00;0,00;0,00;0,00;
10/11/1994;65,31;1,00199667;0,00;0,00;0,00;0,00;0,00;0,00;
11/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
14/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
16/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
17/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
18/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
21/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
22/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
23/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
24/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
25/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
28/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
29/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
30/11/1994;65,45;1,00200000;0,00;0,00;0,00;0,00;0,00;0,00;
01/12/1994;59,19;1,00184667;0,00;0,00;0,00;0,00;0,00;0,00;
02/12/1994;58,26;1,00182333;0,00;0,00;0,00;0,00;0,00;0,00;
05/12/1994;58,26;1,00182333;0,00;0,00;0,00;0,00;0,00;0,00;
06/12/1994;57,99;1,00181667;0,00;0,00;0,00;0,00;0,00;0,00;
07/12/1994;54,85;1,00173667;0,00;0,00;0,00;0,00;0,00;0,00;
08/12/1994;54,98;1,00174000;0,00;0,00;0,00;0,00;0,00;0,00;
09/12/1994;54,98;1,00174000;0,00;0,00;0,00;0,00;0,00;0,00;
12/12/1994;55,11;1,00174333;0,00;0,00;0,00;0,00;0,00;0,00;
13/12/1994;54,85;1,00173667;0,00;0,00;0,00;0,00;0,00;0,00;
14/12/1994;54,46;1,00172667;0,00;0,00;0,00;0,00;0,00;0,00;
15/12/1994;53,17;1,00169333;0,00;0,00;0,00;0,00;0,00;0,00;
16/12/1994;51,63;1,00165333;0,00;0,00;0,00;0,00;0,00;0,00;
19/12/1994;52,02;1,00166333;0,00;0,00;0,00;0,00;0,00;0,00;
20/12/1994;51,25;1,00164333;0,00;0,00;0,00;0,00;0,00;0,00;
21/12/1994;50,62;1,00162667;0,00;0,00;0,00;0,00;0,00;0,00;
22/12/1994;50,75;1,00163000;0,00;0,00;0,00;0,00;0,00;0,00;
23/12/1994;50,24;1,00161667;0,00;0,00;0,00;0,00;0,00;0,00;
26/12/1994;50,24;1,00161667;0,00;0,00;0,00;0,00;0,00;0,00;
27/12/1994;49,86;1,00160667;0,00;0,00;0,00;0,00;0,00;0,00;
28/12/1994;49,86;1,00160667;0,00;0,00;0,00;0,00;0,00;0,00;
29/12/1994;49,86;1,00160667;0,00;0,00;0,00;0,00;0,00;0,00;
30/12/1994;49,86;1,00160667;0,00;0,00;0,00;0,00;0,00;0,00;
02/01/1995;47,37;1,00154000;0,00;0,00;0,00;0,00;0,00;0,00;
03/01/1995;47,12;1,00153333;0,00;0,00;0,00;0,00;0,00;0,00;
04/01/1995;47,12;1,00153333;0,00;0,00;0,00;0,00;0,00;0,00;
05/01/1995;47,12;1,00153333;0,00;0,00;0,00;0,00;0,00;0,00;
06/01/1995;47,12;1,00153333;0,00;0,00;0,00;0,00;0,00;0,00;
09/01/1995;47,12;1,00153333;0,00;0,00;0,00;0,00;0,00;0,00;
10/01/1995;47,00;1,00153000;0,00;0,00;0,00;0,00;0,00;0,00;
11/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
12/01/1995;45,77;1,00149667;0,00;0,00;0,00;0,00;0,00;0,00;
13/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
16/01/1995;45,77;1,00149667;0,00;0,00;0,00;0,00;0,00;0,00;
17/01/1995;45,77;1,00149667;0,00;0,00;0,00;0,00;0,00;0,00;
18/01/1995;46,02;1,00150333;0,00;0,00;0,00;0,00;0,00;0,00;
19/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
20/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
23/01/1995;45,77;1,00149667;0,00;0,00;0,00;0,00;0,00;0,00;
24/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
25/01/1995;45,77;1,00149667;0,00;0,00;0,00;0,00;0,00;0,00;
26/01/1995;45,65;1,00149333;0,00;0,00;0,00;0,00;0,00;0,00;
27/01/1995;45,53;1,00149000;0,00;0,00;0,00;0,00;0,00;0,00;
30/01/1995;45,89;1,00150000;0,00;0,00;0,00;0,00;0,00;0,00;
31/01/1995;46,14;1,00150667;0,00;0,00;0,00;0,00;0,00;0,00;
01/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
02/02/1995;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
03/02/1995;56,94;1,00179000;0,00;0,00;0,00;0,00;0,00;0,00;
06/02/1995;56,94;1,00179000;0,00;0,00;0,00;0,00;0,00;0,00;
07/02/1995;56,81;1,00178667;0,00;0,00;0,00;0,00;0,00;0,00;
08/02/1995;56,81;1,00178667;0,00;0,00;0,00;0,00;0,00;0,00;
09/02/1995;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
10/02/1995;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
13/02/1995;56,67;1,00178333;0,00;0,00;0,00;0,00;0,00;0,00;
14/02/1995;56,54;1,00178000;0,00;0,00;0,00;0,00;0,00;0,00;
15/02/1995;56,54;1,00178000;0,00;0,00;0,00;0,00;0,00;0,00;
16/02/1995;56,41;1,00177667;0,00;0,00;0,00;0,00;0,00;0,00;
17/02/1995;56,41;1,00177667;0,00;0,00;0,00;0,00;0,00;0,00;
20/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
21/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
22/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
23/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
24/02/1995;56,28;1,00177333;0,00;0,00;0,00;0,00;0,00;0,00;
01/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
02/03/1995;41,56;1,00138000;0,00;0,00;0,00;0,00;0,00;0,00;
03/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
06/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
07/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
08/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
09/03/1995;41,67;1,00138333;0,00;0,00;0,00;0,00;0,00;0,00;
10/03/1995;65,87;1,00201000;0,00;0,00;0,00;0,00;0,00;0,00;
13/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
14/03/1995;65,59;1,00200333;0,00;0,00;0,00;0,00;0,00;0,00;
15/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
16/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
17/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
20/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
21/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
22/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
23/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
24/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
27/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
28/03/1995;65,59;1,00200333;0,00;0,00;0,00;0,00;0,00;0,00;
29/03/1995;65,59;1,00200333;0,00;0,00;0,00;0,00;0,00;0,00;
30/03/1995;65,59;1,00200333;0,00;0,00;0,00;0,00;0,00;0,00;
31/03/1995;65,73;1,00200667;0,00;0,00;0,00;0,00;0,00;0,00;
03/04/1995;85,74;1,00246000;0,00;0,00;0,00;0,00;0,00;0,00;
04/04/1995;85,58;1,00245667;0,00;0,00;0,00;0,00;0,00;0,00;
05/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
06/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
07/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
10/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
11/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
12/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
17/04/1995;85,58;1,00245667;0,00;0,00;0,00;0,00;0,00;0,00;
18/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
19/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
20/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
24/04/1995;85,58;1,00245667;0,00;0,00;0,00;0,00;0,00;0,00;
25/04/1995;85,43;1,00245333;0,00;0,00;0,00;0,00;0,00;0,00;
